gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup,ChargesRatio
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.85,19.85,0,0,0,0,1,0-1 year,0.9520383693045563
1,0,0,0,32,1,1,0,0,0,0,0,0,0,1,20.05,614.45,0,1,0,0,0,2-4 years,29.19002375296912
1,0,1,0,43,1,1,1,1,1,1,1,0,1,1,56.35,2391.15,1,0,0,0,1,2-4 years,41.693984306887536
1,0,1,1,6,1,1,0,0,0,0,0,0,0,1,20.4,107.6,0,1,1,0,0,0-1 year,5.02803738317757
1,0,1,1,61,1,1,1,0,0,0,0,1,1,1,68.05,4158.25,0,1,0,0,0,5+ years,60.22085445329471
0,0,0,0,8,1,1,0,0,0,0,0,0,0,1,20.7,137.6,0,0,0,0,1,0-1 year,6.341013824884793
1,0,1,0,8,1,1,0,0,0,0,0,0,0,1,19.55,161.15,0,0,0,0,0,0-1 year,7.841849148418492
0,0,1,0,6,1,1,1,1,1,1,1,1,1,0,45.65,323.45,0,0,0,0,1,0-1 year,6.933547695605573
1,0,0,0,63,1,0,2,0,0,0,0,0,1,0,104.5,6590.8,1,0,1,0,0,5+ years,62.472037914691946
1,0,0,0,68,1,0,1,0,0,0,1,1,0,1,76.9,5023.0,1,0,1,0,0,5+ years,64.48010269576379
1,0,0,0,3,1,1,2,1,1,1,1,1,1,1,69.6,207.4,0,0,0,0,1,0-1 year,2.937677053824363
1,0,1,0,50,1,1,0,0,0,0,0,0,0,0,20.55,1067.65,0,1,0,0,1,4-5 years,49.54292343387471
1,0,1,0,63,1,0,1,1,1,0,0,0,0,0,79.8,5034.05,0,1,1,0,0,5+ years,62.302599009900995
1,0,1,1,70,1,0,1,0,1,0,1,0,1,0,68.95,4858.7,0,1,1,0,0,5+ years,69.45961401000714
0,0,1,0,4,1,1,1,0,0,1,1,1,1,0,54.7,235.05,0,0,0,0,1,0-1 year,4.219928186714542
0,0,1,1,59,1,0,1,0,0,1,0,1,1,0,65.5,3801.3,1,0,0,0,1,4-5 years,57.1624060150376
1,0,1,1,24,1,0,0,0,0,0,0,0,0,1,24.1,587.4,0,1,0,0,0,1-2 years,23.40239043824701
1,0,1,1,46,1,1,0,0,0,0,0,0,0,1,20.2,917.45,0,1,0,0,1,2-4 years,43.27594339622642
1,0,0,0,17,1,1,2,1,0,0,1,1,0,1,90.95,1612.2,0,0,1,0,0,1-2 years,17.533442088091356
1,0,1,0,27,1,0,1,0,1,1,0,0,0,0,80.85,2204.35,1,0,0,0,1,2-4 years,26.931582162492365
0,0,1,0,9,1,1,1,1,0,1,1,1,1,0,50.85,466.6,0,0,0,0,1,0-1 year,8.99903567984571
0,0,1,1,63,1,1,0,0,0,0,0,0,0,0,20.0,1209.25,0,1,1,0,0,5+ years,57.583333333333336
1,0,1,1,38,1,0,1,0,1,0,0,0,0,1,85.4,3297.0,0,1,0,0,0,2-4 years,38.15972222222222
0,0,1,1,58,1,0,1,1,0,1,1,0,1,1,66.8,3970.4,0,0,0,0,0,4-5 years,58.56047197640118
0,0,1,1,62,1,0,2,1,0,1,0,0,0,1,106.05,6703.5,1,0,1,0,0,5+ years,62.620270901447924
0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,20.05,237.7,1,0,1,0,0,0-1 year,11.292161520190023
0,0,0,0,41,1,1,0,0,0,0,0,0,0,1,19.75,806.95,1,0,0,0,1,2-4 years,38.88915662650603
1,0,0,0,29,1,1,2,1,1,0,0,0,0,1,98.8,2807.1,0,0,1,0,0,2-4 years,28.127254509018037
1,0,0,0,7,1,1,0,0,0,0,0,0,0,0,19.5,128.6,1,0,0,0,1,0-1 year,6.273170731707316
0,0,0,0,61,1,0,1,1,0,0,0,0,0,0,88.65,5321.25,0,1,1,0,0,5+ years,59.35582822085889
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.1,19.1,0,0,0,0,1,0-1 year,0.9502487562189055
1,0,0,0,39,1,0,2,1,0,1,1,1,1,0,81.4,3213.75,1,0,1,0,0,2-4 years,39.001820388349515
1,0,1,0,72,1,0,1,1,0,0,1,0,0,0,82.15,5784.3,0,1,0,0,0,5+ years,69.5646422128683
0,0,1,1,39,1,1,0,0,0,0,0,0,0,0,19.75,757.95,0,1,0,0,1,2-4 years,36.5277108433735
1,0,0,0,53,1,1,0,0,0,0,0,0,0,0,19.5,1050.5,0,1,1,0,0,4-5 years,51.24390243902439
1,0,0,0,7,1,1,0,0,0,0,0,0,0,1,19.95,147.5,0,0,0,0,1,0-1 year,7.040572792362768
0,0,0,1,41,1,0,2,1,0,1,1,0,1,1,88.5,3645.05,0,0,0,0,0,2-4 years,40.7268156424581
0,0,1,1,9,1,1,1,0,1,1,1,1,1,0,48.6,422.3,1,0,0,0,1,0-1 year,8.514112903225806
0,0,1,0,64,1,1,1,0,0,0,0,1,0,1,74.35,4759.55,0,1,0,0,1,5+ years,63.16589250165893
0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,19.85,52.0,0,0,0,0,0,0-1 year,2.4940047961630696
0,0,1,1,70,1,1,1,1,0,0,0,0,0,1,80.4,5717.85,0,1,0,0,0,5+ years,70.24385749385749
1,0,1,0,72,1,0,0,0,0,0,0,0,0,0,25.75,1864.2,0,1,1,0,0,5+ years,69.68971962616823
0,0,1,1,9,1,1,0,0,0,0,0,0,0,0,20.25,172.35,1,0,0,0,1,0-1 year,8.110588235294117
0,0,1,0,10,1,1,0,0,0,0,0,0,0,0,20.1,184.4,1,0,0,0,1,0-1 year,8.739336492890995
1,0,0,0,52,1,0,1,0,1,1,0,0,0,1,79.75,4217.8,0,1,1,0,0,4-5 years,52.232817337461306
1,0,1,1,59,1,0,2,0,0,1,0,0,0,1,111.1,6555.2,0,1,0,0,1,4-5 years,58.47636039250669
0,0,1,1,66,1,0,1,0,0,0,1,1,1,1,67.45,4508.65,0,0,0,0,0,5+ years,65.86778670562454
1,0,0,0,27,1,1,1,0,0,1,1,1,1,0,55.45,1477.65,1,0,0,0,0,2-4 years,26.176262178919398
1,0,0,0,8,1,1,2,1,1,1,1,1,1,0,70.7,553.4,0,0,0,0,0,0-1 year,7.718270571827056
0,0,1,0,48,1,0,1,0,1,1,0,1,1,1,60.6,2985.25,1,0,0,0,0,2-4 years,48.46185064935065
0,0,1,1,72,1,0,1,0,0,0,0,0,0,0,92.65,6733.0,0,1,0,0,0,5+ years,71.89535504538173
1,0,1,1,2,1,1,0,0,0,0,0,0,0,0,20.3,40.25,0,0,0,0,1,0-1 year,1.8896713615023473
1,0,1,1,4,1,1,0,0,0,0,0,0,0,1,20.5,77.6,0,0,0,0,1,0-1 year,3.609302325581395
1,0,0,0,49,1,0,2,1,1,1,1,1,1,1,74.6,3720.35,0,0,0,0,0,4-5 years,49.210978835978835
1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,18.8,18.8,1,0,0,0,1,0-1 year,0.9494949494949495
1,0,1,1,62,1,1,2,0,0,0,0,0,0,0,108.15,6825.65,0,1,0,0,1,5+ years,62.53458543289051
0,0,1,1,5,1,1,1,0,1,1,1,1,1,1,49.4,232.55,0,0,0,0,1,0-1 year,4.614087301587302
0,0,0,0,16,1,0,1,1,1,1,1,1,0,1,63.05,1067.05,0,0,0,0,0,1-2 years,16.659640905542545
1,0,1,1,53,1,0,0,0,0,0,0,0,0,0,25.55,1336.1,0,1,1,0,0,4-5 years,50.32391713747646
0,0,0,0,46,1,0,1,0,1,0,1,0,0,0,79.2,3593.8,0,1,0,0,1,2-4 years,44.81047381546135
0,0,1,0,72,1,0,1,0,0,1,0,1,1,0,64.75,4804.75,0,1,0,0,0,5+ years,73.07604562737643
0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,20.35,20.35,0,0,0,0,1,0-1 year,0.9531615925058547
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,20.05,20.05,0,0,0,0,1,0-1 year,0.9524940617577197
1,0,0,1,66,1,1,0,0,0,0,0,0,0,0,20.55,1357.1,0,1,0,0,1,5+ years,62.974477958236655
0,0,1,1,67,1,1,0,0,0,0,0,0,0,1,19.25,1372.9,0,1,0,0,0,5+ years,67.79753086419754
0,0,1,1,57,1,1,0,0,0,0,0,0,0,0,19.5,1167.6,0,1,0,0,0,4-5 years,56.95609756097561
1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,19.75,39.3,0,0,0,0,1,0-1 year,1.8939759036144577
1,0,1,0,72,1,0,1,0,0,0,0,0,0,1,87.1,6230.1,0,1,0,0,0,5+ years,70.71623155505108
1,0,0,0,18,1,1,0,0,0,0,0,0,0,0,19.65,411.25,1,0,0,0,1,1-2 years,19.91525423728814
1,0,1,0,51,1,0,2,0,0,1,1,1,0,1,96.4,4911.05,1,0,1,0,0,4-5 years,50.421457905544145
0,0,0,0,23,1,1,0,0,0,0,0,0,0,1,20.3,470.6,0,0,0,0,0,1-2 years,22.093896713615024
1,0,1,1,68,1,1,1,0,0,1,0,0,0,0,82.85,5776.45,0,1,0,0,0,5+ years,68.89028026237328
0,0,1,1,45,1,1,0,0,0,0,0,0,0,1,20.0,886.4,0,1,0,0,0,2-4 years,42.20952380952381
1,0,1,0,43,1,1,2,0,1,0,0,1,1,1,84.25,3539.25,1,0,0,0,0,2-4 years,41.516129032258064
1,0,0,0,69,1,1,0,0,0,0,0,0,0,1,19.1,1268.85,0,1,0,0,1,5+ years,63.12686567164178
1,0,1,0,17,1,0,2,1,0,1,1,1,1,1,80.5,1336.9,0,0,0,0,0,1-2 years,16.403680981595095
0,0,1,1,70,1,0,2,0,0,0,0,0,0,1,115.15,8250.0,0,1,1,0,0,5+ years,71.02884201463624
1,0,1,1,23,1,1,0,0,0,0,0,0,0,0,19.65,436.9,1,0,0,0,1,1-2 years,21.15738498789346
1,0,1,0,72,1,0,1,0,0,0,0,0,0,1,90.25,6369.45,0,1,1,0,0,5+ years,69.80219178082191
1,0,1,1,44,1,1,0,0,0,0,0,0,0,1,20.5,865.05,1,0,0,0,0,2-4 years,40.23488372093023
0,0,1,1,27,1,1,0,0,0,0,0,0,0,1,20.55,583.3,1,0,0,0,1,2-4 years,27.067285382830622
0,0,1,0,71,1,0,1,0,0,0,0,0,0,0,93.2,6506.15,0,1,1,0,0,5+ years,69.06740976645435
0,0,0,0,63,1,0,2,1,0,1,1,0,0,0,97.45,6253.0,0,1,0,0,0,5+ years,63.514474352463175
1,0,0,1,15,1,1,1,1,1,0,0,1,1,0,55.2,864.55,1,0,1,0,0,1-2 years,15.383451957295373
0,0,0,0,5,1,1,0,0,0,0,0,0,0,1,20.5,104.3,0,0,0,0,1,0-1 year,4.851162790697674
1,0,0,0,27,1,1,1,0,1,1,0,1,1,0,53.45,1461.45,0,0,0,0,1,2-4 years,26.84022038567493
1,0,0,0,3,1,1,1,1,1,1,0,1,0,0,60.65,196.9,0,0,0,0,1,0-1 year,3.193836171938362
1,0,0,0,69,1,1,0,0,0,0,0,0,0,1,19.3,1447.9,0,1,0,0,0,5+ years,71.32512315270937
0,0,0,0,17,1,1,0,0,0,0,0,0,0,0,20.05,337.9,1,0,1,0,0,1-2 years,16.052256532066508
0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,19.95,38.15,0,0,0,0,1,0-1 year,1.8210023866348448
1,0,0,0,69,1,0,1,0,0,0,0,0,0,0,90.65,6322.1,0,1,0,0,1,5+ years,68.9809056192035
0,0,0,0,9,1,1,0,0,0,0,0,0,0,0,20.15,238.15,0,0,0,0,0,0-1 year,11.260047281323878
0,0,1,1,72,1,0,1,1,1,0,1,0,0,1,76.8,5468.45,0,1,0,0,0,5+ years,70.28856041131105
0,0,0,0,17,1,1,0,0,0,0,0,0,0,0,19.7,340.35,0,0,1,0,0,1-2 years,16.44202898550725
0,0,1,1,7,1,1,0,0,0,0,0,0,0,0,19.85,144.15,0,1,0,0,1,0-1 year,6.913669064748201
1,0,1,1,72,1,0,1,0,0,0,0,0,0,0,89.7,6339.3,0,1,1,0,0,5+ years,69.89305402425579
1,0,1,0,67,1,0,2,1,0,0,0,0,0,1,111.3,7567.2,0,1,0,0,0,5+ years,67.38379341050756
0,0,1,0,68,1,1,1,0,0,1,0,0,0,1,79.6,5515.8,0,1,0,0,0,5+ years,68.43424317617867
0,0,0,0,29,1,1,0,0,0,0,0,0,0,0,19.4,554.25,0,1,0,0,1,2-4 years,27.169117647058826
0,0,0,1,28,1,1,0,0,0,0,0,0,0,0,20.25,535.35,0,0,0,0,1,2-4 years,25.19294117647059
1,0,0,0,3,1,1,2,1,1,0,1,1,0,0,85.7,256.75,0,0,1,0,0,0-1 year,2.961361014994233
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,20.4,20.4,0,0,0,0,1,0-1 year,0.9532710280373832
0,0,0,0,11,1,1,1,1,1,0,0,1,1,0,53.8,651.55,1,0,0,0,0,0-1 year,11.889598540145986
1,0,1,0,11,1,1,1,1,1,1,1,1,1,1,45.9,521.9,0,0,0,0,0,0-1 year,11.127931769722814
1,0,0,1,71,1,0,2,0,1,0,1,0,0,0,106.7,7382.25,0,1,0,0,0,5+ years,68.54456824512535
1,0,0,0,5,1,1,1,1,0,1,0,1,0,1,65.6,339.9,0,0,0,0,0,0-1 year,5.103603603603604
0,0,1,1,61,1,1,1,1,1,0,0,0,0,1,73.8,4616.05,0,1,0,0,0,5+ years,61.71189839572193
1,0,1,1,49,1,1,2,1,0,0,1,0,1,1,90.4,4494.65,0,0,1,0,0,4-5 years,49.17560175054704
1,0,1,1,72,1,0,2,0,1,0,1,0,0,1,106.1,7848.5,1,0,0,0,0,5+ years,73.28197945845005
1,0,1,1,24,1,0,1,0,1,1,1,0,0,0,74.8,1821.2,1,0,0,0,1,1-2 years,24.026385224274406
1,0,0,0,44,1,1,2,1,1,1,1,1,1,0,68.85,2958.95,0,0,1,0,0,2-4 years,42.36148890479599
0,0,0,0,42,1,0,1,1,1,0,0,0,0,1,78.45,3373.4,0,1,1,0,0,2-4 years,42.459408432976716
1,0,0,1,38,1,0,2,1,0,1,1,1,1,1,81.85,3141.7,0,0,0,0,1,2-4 years,37.92033796016898
1,0,0,0,72,1,0,2,1,0,0,0,0,0,0,109.2,7878.3,0,1,0,0,0,5+ years,71.49092558983666
1,0,1,1,35,1,1,0,0,0,0,0,0,0,0,20.05,746.75,1,0,0,0,0,2-4 years,35.4750593824228
1,0,0,0,40,1,1,2,1,0,1,0,1,0,1,89.6,3488.15,1,0,1,0,0,2-4 years,38.500551876379696
0,0,0,0,1,1,1,2,0,0,1,0,1,1,1,83.4,83.4,0,0,0,0,1,0-1 year,0.9881516587677726
1,0,0,0,16,1,1,0,0,0,0,0,0,0,1,20.6,330.25,0,0,1,0,0,1-2 years,15.289351851851851
0,0,1,1,70,1,1,0,0,0,0,0,0,0,1,19.2,1401.4,0,1,0,0,1,5+ years,69.37623762376238
0,0,0,0,8,1,1,0,0,0,0,0,0,0,1,20.2,140.95,1,0,0,0,0,0-1 year,6.648584905660377
0,0,1,1,47,1,0,1,0,0,1,0,0,0,1,85.3,4107.25,0,1,1,0,0,2-4 years,47.592699884125146
0,0,1,1,52,1,0,2,1,0,0,1,0,1,1,95.7,4976.15,1,0,1,0,0,4-5 years,51.45966907962771
1,0,1,1,10,1,1,0,0,0,0,0,0,0,1,20.05,218.5,0,0,1,0,0,0-1 year,10.380047505938242
0,0,0,0,18,1,1,0,0,0,0,0,0,0,1,19.55,389.25,0,0,0,0,1,1-2 years,18.94160583941606
1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,20.05,95.55,0,0,1,0,0,0-1 year,4.539192399049881
1,0,1,1,22,1,1,2,1,0,0,1,0,0,1,100.05,2090.25,1,0,0,0,1,1-2 years,20.685304304799605
1,0,1,0,72,1,0,1,1,0,0,0,0,0,1,85.45,6227.5,0,1,1,0,0,5+ years,72.03585887796415
1,0,0,0,21,1,1,0,0,0,0,0,0,0,1,20.35,422.7,1,0,0,0,1,1-2 years,19.798594847775174
1,0,1,1,29,1,1,0,0,0,0,0,0,0,1,20.65,654.85,0,0,0,0,1,2-4 years,30.24711316397229
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.45,19.45,0,0,0,0,1,0-1 year,0.9511002444987775
0,0,1,1,40,1,1,1,0,0,1,0,1,0,1,71.35,2847.2,0,0,0,0,1,2-4 years,39.353144436765724
1,0,0,0,63,1,1,2,0,0,0,0,0,0,0,109.2,7049.75,0,1,1,0,0,5+ years,63.972323049001815
1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,62.8,62.8,0,0,0,0,1,0-1 year,0.9843260188087775
0,0,0,0,41,1,0,1,1,0,1,1,1,1,1,56.3,2364.0,1,0,1,0,0,2-4 years,41.2565445026178
1,0,0,0,46,1,1,0,0,0,0,0,0,0,0,19.2,908.15,0,1,1,0,0,2-4 years,44.95792079207921
0,0,0,0,45,1,0,1,0,1,1,0,1,0,0,73.55,3349.1,0,1,0,0,1,2-4 years,44.924211938296445
1,0,0,1,57,1,0,1,0,0,0,0,0,0,0,89.55,5012.35,0,1,0,0,1,4-5 years,55.35450027609056
0,0,0,0,15,1,1,2,1,0,1,1,0,1,1,83.2,1130.0,0,0,0,0,0,1-2 years,13.42042755344418
0,0,1,0,24,1,1,1,1,0,1,1,0,0,1,69.45,1614.05,0,0,0,0,0,1-2 years,22.91057487579844
1,0,0,0,68,1,0,1,0,0,0,1,1,0,0,76.75,5233.25,1,0,1,0,0,5+ years,67.30868167202573
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.55,19.55,0,0,0,0,1,0-1 year,0.9513381995133819
1,0,1,1,54,1,1,2,1,0,1,0,1,1,1,79.95,4362.05,0,1,0,0,0,4-5 years,53.885731933292156
1,0,1,1,53,1,1,0,0,0,0,0,0,0,0,20.2,1068.15,1,0,1,0,0,4-5 years,50.384433962264154
1,0,0,0,62,1,0,0,0,0,0,0,0,0,0,23.4,1429.65,0,1,0,0,0,5+ years,58.5922131147541
1,0,1,1,48,1,0,2,0,0,0,0,0,0,0,111.8,5443.65,0,1,1,0,0,2-4 years,48.2593085106383
1,0,1,0,43,1,0,1,0,0,1,0,1,1,0,66.25,2907.35,0,0,0,0,0,2-4 years,43.231970260223044
1,0,0,0,26,1,1,0,0,0,0,0,0,0,1,19.6,471.85,1,0,0,0,0,2-4 years,22.905339805825243
0,0,1,1,23,1,0,1,0,1,0,0,0,1,1,77.15,1759.4,0,1,0,0,0,1-2 years,22.51311580294306
1,0,1,0,15,1,1,2,1,1,1,1,1,1,1,68.6,1108.6,0,0,0,0,0,1-2 years,15.92816091954023
1,0,1,1,71,1,0,1,0,0,0,0,0,0,0,89.9,6457.15,0,1,1,0,0,5+ years,71.03575357535753
1,0,1,1,63,1,0,1,0,0,0,1,0,0,0,83.5,5435.0,0,1,1,0,0,5+ years,64.31952662721893
0,0,1,1,65,1,0,2,0,0,1,0,0,1,1,99.05,6416.7,0,1,1,0,0,5+ years,64.13493253373314
0,0,1,1,28,1,1,2,0,1,1,1,1,0,1,82.85,2320.8,1,0,0,0,0,2-4 years,27.677996422182474
1,0,0,0,20,1,0,2,1,1,0,1,0,1,1,90.7,1781.35,0,0,1,0,0,1-2 years,19.425845147219192
1,0,1,1,62,1,1,1,0,1,0,0,1,0,0,71.4,4487.3,1,0,1,0,0,5+ years,61.9792817679558
1,0,1,1,62,1,0,2,0,0,0,0,0,0,0,115.55,7159.05,0,1,0,0,0,5+ years,61.424710424710426
0,0,1,1,18,1,0,0,0,0,0,0,0,0,0,25.1,428.45,0,1,0,0,1,1-2 years,16.415708812260537
0,0,0,0,23,1,1,0,0,0,0,0,0,0,1,19.65,478.1,1,0,1,0,0,1-2 years,23.15254237288136
0,0,1,1,70,1,0,1,0,0,0,0,0,0,1,89.0,6293.2,0,1,0,0,0,5+ years,69.92444444444445
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,21.1,21.1,0,0,0,0,1,0-1 year,0.9547511312217195
1,0,1,1,13,1,1,0,0,0,0,0,0,0,1,19.85,252.0,0,0,0,0,1,1-2 years,12.086330935251798
0,0,0,0,30,1,1,2,1,1,1,0,0,0,1,94.4,2638.1,1,0,0,0,0,2-4 years,27.653039832285113
0,0,1,1,23,1,0,1,1,0,1,0,0,1,1,69.5,1652.1,0,0,1,0,0,1-2 years,23.43404255319149
0,0,1,1,72,1,1,2,0,0,0,0,0,0,1,108.3,7679.65,0,1,0,0,0,5+ years,70.26212259835316
0,0,1,1,72,1,0,1,0,0,0,0,0,0,0,90.95,6652.45,0,1,1,0,0,5+ years,72.34855899945622
0,0,0,0,13,1,1,2,1,0,1,1,1,1,1,74.65,966.25,1,0,0,0,1,1-2 years,12.772637144745538
1,0,1,1,72,1,0,2,0,0,1,0,0,0,1,107.7,7919.8,0,1,1,0,0,5+ years,72.8592456301748
0,0,0,0,36,1,0,1,1,0,1,0,1,0,1,70.7,2511.95,1,0,0,0,1,2-4 years,35.03417015341701
0,0,1,1,52,1,0,0,0,0,0,0,0,0,1,25.05,1270.25,0,1,0,0,0,4-5 years,48.7619961612284
1,0,0,0,65,1,1,0,0,0,0,0,0,0,1,19.55,1218.65,0,1,1,0,0,5+ years,59.30170316301703
1,0,0,0,3,1,1,2,1,1,0,1,1,1,1,73.6,232.5,0,0,1,0,0,0-1 year,3.1166219839142095
0,0,1,1,23,1,1,1,0,0,0,0,1,1,1,66.25,1533.8,1,0,0,0,1,1-2 years,22.80743494423792
1,0,0,1,56,1,0,0,0,0,0,0,0,0,1,24.8,1424.2,0,1,0,0,1,4-5 years,55.201550387596896
1,0,0,0,24,1,0,2,1,0,0,1,1,1,1,84.85,2048.8,0,0,0,0,0,1-2 years,23.864880605707633
1,0,1,0,2,1,1,1,1,0,1,0,1,0,1,64.2,143.65,0,0,0,0,1,0-1 year,2.2032208588957056
0,0,1,0,42,1,0,2,1,1,0,0,1,1,1,85.9,3729.75,0,0,1,0,0,2-4 years,42.92002301495972
0,0,0,0,22,1,1,0,0,0,0,0,0,0,0,20.85,450.65,1,0,0,0,0,1-2 years,20.624713958810066
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.95,19.95,0,0,1,0,0,0-1 year,0.9522673031026253
0,0,1,1,55,1,1,2,1,0,0,0,0,0,1,103.7,5656.75,1,0,0,0,0,4-5 years,54.02817574021012
1,0,0,0,18,1,0,2,1,1,1,1,1,1,1,75.6,1395.05,0,0,0,0,0,1-2 years,18.212140992167104
0,0,1,1,72,1,0,1,0,0,0,0,0,0,1,93.25,6688.95,0,1,0,0,0,5+ years,70.97029177718832
0,0,0,0,36,1,1,0,0,0,0,0,0,0,1,19.25,679.8,1,0,0,0,0,2-4 years,33.57037037037037
1,0,0,0,39,1,0,1,1,1,1,0,1,1,1,53.85,2200.7,0,1,1,0,0,2-4 years,40.12215132178669
0,0,0,0,25,1,1,0,0,0,0,0,0,0,1,19.2,532.1,0,0,1,0,0,2-4 years,26.341584158415845
0,0,1,1,72,1,0,0,0,0,0,0,0,0,0,25.2,1787.35,0,1,0,0,0,5+ years,68.21946564885496
1,0,1,1,72,1,0,0,0,0,0,0,0,0,1,25.2,1798.9,0,1,0,0,0,5+ years,68.66030534351145
1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,19.4,50.6,0,0,0,0,1,0-1 year,2.480392156862745
0,0,0,0,64,1,0,0,0,0,0,0,0,0,0,24.7,1642.75,1,0,0,0,1,5+ years,63.92023346303502
1,0,0,0,3,1,1,1,1,1,1,0,1,1,1,50.25,152.3,0,0,0,0,1,0-1 year,2.971707317073171
0,0,0,0,3,1,1,1,1,1,1,1,1,1,0,44.75,148.05,0,0,0,0,1,0-1 year,3.236065573770492
0,0,0,0,3,1,1,1,0,0,1,0,1,0,0,71.1,213.35,0,1,0,0,1,0-1 year,2.959084604715673
1,0,1,0,67,1,0,0,0,0,0,0,0,0,0,24.85,1583.5,0,1,1,0,0,5+ years,61.25725338491296
1,0,0,0,65,1,0,2,1,0,0,1,0,0,0,105.1,6631.85,0,1,1,0,0,5+ years,62.505655042412826
0,0,0,1,2,1,0,2,0,1,1,1,1,1,0,80.55,188.1,0,0,1,0,0,0-1 year,2.3065603923973024
1,0,1,0,71,1,1,1,1,0,0,0,0,0,1,79.1,5564.85,0,1,1,0,0,5+ years,69.4737827715356
0,0,1,0,29,1,1,0,0,0,0,0,0,0,1,19.55,521.8,0,1,0,0,1,2-4 years,25.391727493917273
0,0,0,0,8,1,0,1,0,0,0,1,1,1,1,65.5,573.15,0,0,0,0,0,0-1 year,8.618796992481203
1,0,0,0,54,1,1,0,0,0,0,0,0,0,0,20.0,1149.65,0,1,0,0,1,4-5 years,54.7452380952381
1,0,1,0,70,1,0,2,1,0,0,1,0,1,1,95.0,6602.9,1,0,0,0,0,5+ years,68.78020833333333
0,0,1,1,11,1,1,0,0,0,0,0,0,0,0,20.6,233.9,1,0,0,0,1,0-1 year,10.828703703703702
1,0,1,1,43,1,0,0,0,0,0,0,0,0,0,24.25,1077.95,0,1,0,0,1,2-4 years,42.691089108910894
0,0,1,1,29,1,1,0,0,0,0,0,0,0,0,20.2,558.8,0,1,0,0,1,2-4 years,26.358490566037734
0,0,1,1,17,1,1,0,0,0,0,0,0,0,0,20.75,418.25,1,0,0,0,1,1-2 years,19.229885057471265
0,0,0,0,70,1,0,1,0,0,0,0,0,0,0,89.75,6367.2,0,1,1,0,0,5+ years,70.16198347107438
0,0,1,1,47,1,1,0,0,0,0,0,0,0,0,19.3,890.5,0,1,0,0,0,2-4 years,43.86699507389162
1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,20.65,93.55,0,0,0,0,0,0-1 year,4.321016166281756
0,0,1,0,69,1,0,0,0,0,0,0,0,0,1,24.95,1718.35,0,1,1,0,0,5+ years,66.21772639691714
1,0,1,1,25,1,0,1,1,1,1,0,1,1,1,55.1,1466.1,1,0,0,0,1,2-4 years,26.13368983957219
0,0,0,0,52,1,0,1,1,1,0,0,0,0,1,80.95,4233.95,0,1,0,0,0,4-5 years,51.66503965832825
1,0,0,0,55,1,0,1,1,1,0,1,0,0,1,77.8,4323.35,0,1,0,0,0,4-5 years,54.86484771573605
1,0,1,1,12,1,0,0,0,0,0,0,0,0,1,25.4,313.0,0,1,0,0,0,0-1 year,11.856060606060607
1,0,1,1,70,1,1,0,0,0,0,0,0,0,0,20.35,1458.1,0,1,1,0,0,5+ years,68.29508196721311
0,0,1,0,51,1,1,1,0,0,1,0,1,1,1,60.5,3145.15,1,0,0,0,0,4-5 years,51.140650406504065
1,0,0,0,30,1,1,1,0,1,0,1,1,1,1,55.65,1653.85,0,1,0,0,1,2-4 years,29.19417475728155
0,0,0,0,36,1,1,2,1,0,1,1,0,0,1,94.8,3565.65,0,0,1,0,0,2-4 years,37.21972860125261
0,0,1,1,19,1,0,0,0,0,0,0,0,0,1,24.9,467.7,0,1,0,0,0,1-2 years,18.057915057915057
1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,21.05,21.05,0,0,0,0,1,0-1 year,0.9546485260770975
0,0,1,1,72,1,0,2,1,0,0,1,0,0,1,103.2,7362.9,1,0,1,0,0,5+ years,70.66122840690979
0,0,1,0,25,1,1,1,0,0,1,0,1,0,1,71.05,1837.7,0,0,0,0,1,2-4 years,25.5058986814712
1,0,1,0,72,1,0,1,0,0,0,0,1,1,0,68.15,4808.7,0,1,0,0,1,5+ years,69.54013015184381
1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19.85,19.85,1,0,1,0,0,0-1 year,0.9520383693045563
